,code,更新日期,code1,股票简称,Wind一级行业,Wind二级行业,公司属性,wind1,wind2,company
204,300257.SZ,2023/11/17,300257,开山股份,工业,资本货物,民营企业,0,0,3
205,600376.SH,2023/11/17,600376,首开股份,房地产,房地产Ⅱ,地方国有企业,5,5,2
206,600377.SH,2023/11/17,600377,宁沪高速,工业,运输,地方国有企业,0,6,2
207,600380.SH,2023/11/17,600380,健康元,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
208,601555.SH,2023/11/17,601555,东吴证券,金融,多元金融,地方国有企业,7,9,2
209,601568.SH,2023/11/17,601568,北元集团,材料,材料Ⅱ,地方国有企业,1,1,2
210,601577.SH,2023/11/17,601577,长沙银行,金融,银行,地方国有企业,7,20,2
211,600021.SH,2023/11/17,600021,上海电力,公用事业,公用事业Ⅱ,中央国有企业,3,3,1
212,003035.SZ,2023/11/17,3035,南网能源,公用事业,公用事业Ⅱ,中央国有企业,3,3,1
213,002048.SZ,2023/11/17,2048,宁波华翔,可选消费,汽车与汽车零部件,民营企业,6,12,3
214,603858.SH,2023/11/17,603858,步长制药,医疗保健,制药、生物科技与生命科学,外资企业,4,10,6
215,600563.SH,2023/11/17,600563,法拉电子,信息技术,技术硬件与设备,集体企业,2,2,5
216,002019.SZ,2023/11/17,2019,亿帆医药,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
217,600271.SH,2023/11/17,600271,航天信息,信息技术,技术硬件与设备,中央国有企业,2,2,1
218,600967.SH,2023/11/17,600967,内蒙一机,工业,资本货物,中央国有企业,0,0,1
219,600968.SH,2023/11/17,600968,海油发展,能源,能源Ⅱ,中央国有企业,9,18,1
220,600970.SH,2023/11/17,600970,中材国际,工业,资本货物,中央国有企业,0,0,1
221,688002.SH,2023/11/17,688002,睿创微纳,信息技术,技术硬件与设备,民营企业,2,2,3
222,600118.SH,2023/11/17,600118,中国卫星,工业,资本货物,中央国有企业,0,0,1
223,600120.SH,2023/11/17,600120,浙江东方,金融,多元金融,地方国有企业,7,9,2
224,600663.SH,2023/11/17,600663,陆家嘴,房地产,房地产Ⅱ,地方国有企业,5,5,2
225,600667.SH,2023/11/17,600667,太极实业,工业,资本货物,地方国有企业,0,0,2
226,603233.SH,2023/11/17,603233,大参林,日常消费,食品与主要用品零售Ⅱ,民营企业,8,21,3
227,002281.SZ,2023/11/17,2281,光迅科技,信息技术,技术硬件与设备,中央国有企业,2,2,1
228,600390.SH,2023/11/17,600390,五矿资本,金融,多元金融,中央国有企业,7,9,1
229,600392.SH,2023/11/17,600392,盛和资源,材料,材料Ⅱ,中央国有企业,1,1,1
230,601598.SH,2023/11/17,601598,中国外运,工业,运输,中央国有企业,0,6,1
231,601607.SH,2023/11/17,601607,上海医药,医疗保健,医疗保健设备与服务,地方国有企业,4,4,2
232,601608.SH,2023/11/17,601608,中信重工,工业,资本货物,中央国有企业,0,0,1
233,002233.SZ,2023/11/17,2233,塔牌集团,材料,材料Ⅱ,民营企业,1,1,3
234,300285.SZ,2023/11/17,300285,国瓷材料,材料,材料Ⅱ,民营企业,1,1,3
235,300769.SZ,2023/11/17,300769,德方纳米,材料,材料Ⅱ,公众企业,1,1,0
236,002056.SZ,2023/11/17,2056,横店东磁,工业,资本货物,其他企业,0,0,4
237,603077.SH,2023/11/17,603077,和邦生物,材料,材料Ⅱ,民营企业,1,1,3
238,600566.SH,2023/11/17,600566,济川药业,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
239,600567.SH,2023/11/17,600567,山鹰国际,材料,材料Ⅱ,民营企业,1,1,3
240,600572.SH,2023/11/17,600572,康恩贝,医疗保健,制药、生物科技与生命科学,地方国有企业,4,10,2
241,600282.SH,2023/11/17,600282,南钢股份,材料,材料Ⅱ,民营企业,1,1,3
242,603866.SH,2023/11/17,603866,桃李面包,日常消费,食品、饮料与烟草,民营企业,8,13,3
243,603868.SH,2023/11/17,603868,飞科电器,可选消费,耐用消费品与服装,民营企业,6,14,3
244,600022.SH,2023/11/17,600022,山东钢铁,材料,材料Ⅱ,地方国有企业,1,1,2
245,600026.SH,2023/11/17,600026,中远海能,工业,运输,中央国有企业,0,6,1
246,600027.SH,2023/11/17,600027,华电国际,公用事业,公用事业Ⅱ,中央国有企业,3,3,1
247,600673.SH,2023/11/17,600673,东阳光,材料,材料Ⅱ,民营企业,1,1,3
248,600811.SH,2023/11/17,600811,东方集团,日常消费,食品、饮料与烟草,民营企业,8,13,3
249,600398.SH,2023/11/17,600398,海澜之家,可选消费,耐用消费品与服装,民营企业,6,14,3
250,600399.SH,2023/11/17,600399,抚顺特钢,材料,材料Ⅱ,民营企业,1,1,3
251,600985.SH,2023/11/17,600985,淮北矿业,能源,能源Ⅱ,地方国有企业,9,18,2
252,600988.SH,2023/11/17,600988,赤峰黄金,材料,材料Ⅱ,民营企业,1,1,3
253,688006.SH,2023/11/17,688006,杭可科技,工业,资本货物,民营企业,0,0,3
254,688009.SH,2023/11/17,688009,中国通号,工业,资本货物,中央国有企业,0,0,1
255,600126.SH,2023/11/17,600126,杭钢股份,材料,材料Ⅱ,地方国有企业,1,1,2
256,600131.SH,2023/11/17,600131,国网信通,信息技术,软件与服务,中央国有企业,2,8,1
257,601611.SH,2023/11/17,601611,中国核建,工业,资本货物,中央国有企业,0,0,1
258,601615.SH,2023/11/17,601615,明阳智能,工业,资本货物,民营企业,0,0,3
259,601636.SH,2023/11/17,601636,旗滨集团,材料,材料Ⅱ,民营企业,1,1,3
260,002294.SZ,2023/11/17,2294,信立泰,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
261,002299.SZ,2023/11/17,2299,圣农发展,日常消费,食品、饮料与烟草,民营企业,8,13,3
262,603267.SH,2023/11/17,603267,鸿远电子,信息技术,技术硬件与设备,民营企业,2,2,3
263,002240.SZ,2023/11/17,2240,盛新锂能,材料,材料Ⅱ,民营企业,1,1,3
264,002242.SZ,2023/11/17,2242,九阳股份,可选消费,耐用消费品与服装,民营企业,6,14,3
265,300296.SZ,2023/11/17,300296,利亚德,信息技术,技术硬件与设备,民营企业,2,2,3
266,600409.SH,2023/11/17,600409,三友化工,材料,材料Ⅱ,公众企业,1,1,0
267,600415.SH,2023/11/17,600415,小商品城,工业,资本货物,地方国有企业,0,0,2
268,600418.SH,2023/11/17,600418,江淮汽车,可选消费,汽车与汽车零部件,地方国有企业,6,12,2
269,600580.SH,2023/11/17,600580,卧龙电驱,工业,资本货物,民营企业,0,0,3
270,600699.SH,2023/11/17,600699,均胜电子,可选消费,汽车与汽车零部件,民营企业,6,12,3
271,600704.SH,2023/11/17,600704,物产中大,工业,资本货物,地方国有企业,0,0,2
272,600705.SH,2023/11/17,600705,中航产融,金融,多元金融,中央国有企业,7,9,1
273,600707.SH,2023/11/17,600707,彩虹股份,信息技术,技术硬件与设备,地方国有企业,2,2,2
274,600297.SH,2023/11/17,600297,广汇汽车,可选消费,零售业,民营企业,6,15,3
275,600820.SH,2023/11/17,600820,隧道股份,工业,资本货物,地方国有企业,0,0,2
276,600823.SH,2023/11/17,600823,ST世茂,房地产,房地产Ⅱ,外资企业,5,5,6
277,600037.SH,2023/11/17,600037,歌华有线,可选消费,媒体Ⅱ,中央国有企业,6,7,1
278,600038.SH,2023/11/17,600038,中直股份,工业,资本货物,中央国有企业,0,0,1
279,600039.SH,2023/11/17,600039,四川路桥,工业,资本货物,地方国有企业,0,0,2
280,600998.SH,2023/11/17,600998,九州通,医疗保健,医疗保健设备与服务,民营企业,4,4,3
281,002065.SZ,2023/11/17,2065,东华软件,信息技术,软件与服务,民营企业,2,8,3
282,600435.SH,2023/11/17,600435,北方导航,工业,资本货物,中央国有企业,0,0,1
283,600446.SH,2023/11/17,600446,金证股份,信息技术,软件与服务,公众企业,2,8,0
284,601665.SH,2023/11/17,601665,齐鲁银行,金融,银行,公众企业,7,20,0
285,300832.SZ,2023/11/17,300832,新产业,医疗保健,医疗保健设备与服务,民营企业,4,4,3
286,600582.SH,2023/11/17,600582,天地科技,工业,资本货物,中央国有企业,0,0,1
287,002244.SZ,2023/11/17,2244,滨江集团,房地产,房地产Ⅱ,民营企业,5,5,3
288,002249.SZ,2023/11/17,2249,大洋电机,工业,资本货物,民营企业,0,0,3
289,002250.SZ,2023/11/17,2250,联化科技,材料,材料Ⅱ,民营企业,1,1,3
290,300308.SZ,2023/11/17,300308,中际旭创,信息技术,技术硬件与设备,民营企业,2,2,3
291,600298.SH,2023/11/17,600298,安琪酵母,日常消费,食品、饮料与烟草,地方国有企业,8,13,2
292,600299.SH,2023/11/17,600299,安迪苏,医疗保健,制药、生物科技与生命科学,中央国有企业,4,10,1
293,600141.SH,2023/11/17,600141,兴发集团,材料,材料Ⅱ,地方国有企业,1,1,2
294,600143.SH,2023/11/17,600143,金发科技,材料,材料Ⅱ,民营企业,1,1,3
295,600056.SH,2023/11/17,600056,中国医药,医疗保健,医疗保健设备与服务,中央国有企业,4,4,1
296,601000.SH,2023/11/17,601000,唐山港,工业,运输,地方国有企业,0,6,2
297,601003.SH,2023/11/17,601003,柳钢股份,材料,材料Ⅱ,地方国有企业,1,1,2
298,601005.SH,2023/11/17,601005,重庆钢铁,材料,材料Ⅱ,中央国有企业,1,1,1
299,688029.SH,2023/11/17,688029,南微医学,医疗保健,医疗保健设备与服务,公众企业,4,4,0
300,300001.SZ,2023/11/17,300001,特锐德,工业,资本货物,民营企业,0,0,3
301,600827.SH,2023/11/17,600827,百联股份,日常消费,食品与主要用品零售Ⅱ,地方国有企业,8,21,2
302,002326.SZ,2023/11/17,2326,永太科技,材料,材料Ⅱ,民营企业,1,1,3
303,600717.SH,2023/11/17,600717,天津港,工业,运输,地方国有企业,0,6,2
304,600718.SH,2023/11/17,600718,东软集团,信息技术,软件与服务,公众企业,2,8,0
305,002078.SZ,2023/11/17,2078,太阳纸业,材料,材料Ⅱ,民营企业,1,1,3
306,002081.SZ,2023/11/17,2081,金螳螂,工业,资本货物,民营企业,0,0,3
307,300869.SZ,2023/11/17,300869,康泰医学,医疗保健,医疗保健设备与服务,民营企业,4,4,3
308,603317.SH,2023/11/17,603317,天味食品,日常消费,食品、饮料与烟草,民营企业,8,13,3
309,601016.SH,2023/11/17,601016,节能风电,公用事业,公用事业Ⅱ,中央国有企业,3,3,1
310,601696.SH,2023/11/17,601696,中银证券,金融,多元金融,公众企业,7,9,0
311,600482.SH,2023/11/17,600482,中国动力,工业,资本货物,中央国有企业,0,0,1
312,600597.SH,2023/11/17,600597,光明乳业,日常消费,食品、饮料与烟草,地方国有企业,8,13,2
313,600598.SH,2023/11/17,600598,北大荒,日常消费,食品、饮料与烟草,中央国有企业,8,13,1
314,600153.SH,2023/11/17,600153,建发股份,工业,资本货物,地方国有企业,0,0,2
315,600155.SH,2023/11/17,600155,华创云信,金融,多元金融,公众企业,7,9,0
316,300357.SZ,2023/11/17,300357,我武生物,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
317,300363.SZ,2023/11/17,300363,博腾股份,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
318,600307.SH,2023/11/17,600307,酒钢宏兴,材料,材料Ⅱ,地方国有企业,1,1,2
319,600315.SH,2023/11/17,600315,上海家化,日常消费,家庭与个人用品,公众企业,8,19,0
320,300009.SZ,2023/11/17,300009,安科生物,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
321,300012.SZ,2023/11/17,300012,华测检测,工业,商业和专业服务,民营企业,0,17,3
322,600060.SH,2023/11/17,600060,海信视像,可选消费,耐用消费品与服装,公众企业,6,14,0
323,600062.SH,2023/11/17,600062,华润双鹤,医疗保健,制药、生物科技与生命科学,中央国有企业,4,10,1
324,600064.SH,2023/11/17,600064,南京高科,房地产,房地产Ⅱ,地方国有企业,5,5,2
325,600835.SH,2023/11/17,600835,上海机电,工业,资本货物,地方国有企业,0,0,2
326,600839.SH,2023/11/17,600839,四川长虹,可选消费,耐用消费品与服装,地方国有企业,6,14,2
327,600728.SH,2023/11/17,600728,佳都科技,信息技术,软件与服务,民营企业,2,8,3
328,600732.SH,2023/11/17,600732,爱旭股份,信息技术,半导体与半导体生产设备,民营企业,2,16,3
329,002353.SZ,2023/11/17,2353,杰瑞股份,能源,能源Ⅱ,民营企业,9,18,3
330,688088.SH,2023/11/17,688088,虹软科技,信息技术,软件与服务,外资企业,2,8,6
331,601058.SH,2023/11/17,601058,赛轮轮胎,可选消费,汽车与汽车零部件,民营企业,6,12,3
332,603345.SH,2023/11/17,603345,安井食品,日常消费,食品、饮料与烟草,民营企业,8,13,3
333,300888.SZ,2023/11/17,300888,稳健医疗,可选消费,耐用消费品与服装,民营企业,6,14,3
334,300376.SZ,2023/11/17,300376,易事特,工业,资本货物,公众企业,0,0,0
335,300017.SZ,2023/11/17,300017,网宿科技,信息技术,软件与服务,公众企业,2,8,0
336,600486.SH,2023/11/17,600486,扬农化工,材料,材料Ⅱ,中央国有企业,1,1,1
337,600487.SH,2023/11/17,600487,亨通光电,信息技术,技术硬件与设备,民营企业,2,2,3
338,600316.SH,2023/11/17,600316,洪都航空,工业,资本货物,中央国有企业,0,0,1
339,002092.SZ,2023/11/17,2092,中泰化学,材料,材料Ⅱ,地方国有企业,1,1,2
340,600157.SH,2023/11/17,600157,永泰能源,公用事业,公用事业Ⅱ,民营企业,3,3,3
341,600160.SH,2023/11/17,600160,巨化股份,材料,材料Ⅱ,地方国有企业,1,1,2
342,600066.SH,2023/11/17,600066,宇通客车,可选消费,汽车与汽车零部件,民营企业,6,12,3
343,600737.SH,2023/11/17,600737,中粮糖业,日常消费,食品、饮料与烟草,中央国有企业,8,13,1
344,600739.SH,2023/11/17,600739,辽宁成大,可选消费,零售业,地方国有企业,6,15,2
345,600848.SH,2023/11/17,600848,上海临港,房地产,房地产Ⅱ,地方国有企业,5,5,2
346,600623.SH,2023/11/17,600623,华谊集团,材料,材料Ⅱ,地方国有企业,1,1,2
347,002368.SZ,2023/11/17,2368,太极股份,信息技术,软件与服务,中央国有企业,2,8,1
348,002372.SZ,2023/11/17,2372,伟星新材,工业,资本货物,民营企业,0,0,3
349,601077.SH,2023/11/17,601077,渝农商行,金融,银行,地方国有企业,7,20,2
350,601098.SH,2023/11/17,601098,中南传媒,可选消费,媒体Ⅱ,地方国有企业,6,7,2
351,603355.SH,2023/11/17,603355,莱克电气,可选消费,耐用消费品与服装,民营企业,6,14,3
352,300024.SZ,2023/11/17,300024,机器人,工业,资本货物,中央国有企业,0,0,1
353,300026.SZ,2023/11/17,300026,红日药业,医疗保健,制药、生物科技与生命科学,地方国有企业,4,10,2
354,688099.SH,2023/11/17,688099,晶晨股份,信息技术,半导体与半导体生产设备,外资企业,2,16,6
355,600497.SH,2023/11/17,600497,驰宏锌锗,材料,材料Ⅱ,中央国有企业,1,1,1
356,600498.SH,2023/11/17,600498,烽火通信,信息技术,技术硬件与设备,中央国有企业,2,2,1
357,600499.SH,2023/11/17,600499,科达制造,工业,资本货物,公众企业,0,0,0
358,600500.SH,2023/11/17,600500,中化国际,材料,材料Ⅱ,中央国有企业,1,1,1
359,300383.SZ,2023/11/17,300383,光环新网,信息技术,软件与服务,民营企业,2,8,3
360,002110.SZ,2023/11/17,2110,三钢闽光,材料,材料Ⅱ,地方国有企业,1,1,2
361,600166.SH,2023/11/17,600166,福田汽车,可选消费,汽车与汽车零部件,地方国有企业,6,12,2
362,600167.SH,2023/11/17,600167,联美控股,公用事业,公用事业Ⅱ,民营企业,3,3,3
363,600170.SH,2023/11/17,600170,上海建工,工业,资本货物,地方国有企业,0,0,2
364,600171.SH,2023/11/17,600171,上海贝岭,信息技术,半导体与半导体生产设备,中央国有企业,2,16,1
365,600325.SH,2023/11/17,600325,华发股份,房地产,房地产Ⅱ,地方国有企业,5,5,2
366,600329.SH,2023/11/17,600329,达仁堂,医疗保健,制药、生物科技与生命科学,公众企业,4,10,0
367,600859.SH,2023/11/17,600859,王府井,可选消费,零售业,地方国有企业,6,15,2
368,600862.SH,2023/11/17,600862,中航高科,工业,资本货物,中央国有企业,0,0,1
369,600863.SH,2023/11/17,600863,内蒙华电,公用事业,公用事业Ⅱ,中央国有企业,3,3,1
370,600755.SH,2023/11/17,600755,厦门国贸,工业,资本货物,地方国有企业,0,0,2
371,600079.SH,2023/11/17,600079,人福医药,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
372,601106.SH,2023/11/17,601106,中国一重,工业,资本货物,中央国有企业,0,0,1
373,601108.SH,2023/11/17,601108,财通证券,金融,多元金融,地方国有企业,7,9,2
374,300037.SZ,2023/11/17,300037,新宙邦,材料,材料Ⅱ,民营企业,1,1,3
375,002373.SZ,2023/11/17,2373,千方科技,信息技术,软件与服务,民营企业,2,8,3
376,600637.SH,2023/11/17,600637,东方明珠,可选消费,媒体Ⅱ,地方国有企业,6,7,2
377,603379.SH,2023/11/17,603379,三美股份,材料,材料Ⅱ,民营企业,1,1,3
378,600507.SH,2023/11/17,600507,方大特钢,材料,材料Ⅱ,民营企业,1,1,3
379,688122.SH,2023/11/17,688122,西部超导,材料,材料Ⅱ,地方国有企业,1,1,2
380,300390.SZ,2023/11/17,300390,天华新能,信息技术,技术硬件与设备,民营企业,2,2,3
381,600177.SH,2023/11/17,600177,雅戈尔,可选消费,耐用消费品与服装,民营企业,6,14,3
382,002124.SZ,2023/11/17,2124,天邦食品,日常消费,食品、饮料与烟草,民营企业,8,13,3
383,002127.SZ,2023/11/17,2127,南极电商,可选消费,零售业,民营企业,6,15,3
384,002128.SZ,2023/11/17,2128,电投能源,材料,材料Ⅱ,中央国有企业,1,1,1
385,600764.SH,2023/11/17,600764,中国海防,工业,资本货物,中央国有企业,0,0,1
386,600765.SH,2023/11/17,600765,中航重机,工业,资本货物,中央国有企业,0,0,1
387,600339.SH,2023/11/17,600339,中油工程,能源,能源Ⅱ,中央国有企业,9,18,1
388,601118.SH,2023/11/17,601118,海南橡胶,日常消费,食品、饮料与烟草,地方国有企业,8,13,2
389,601128.SH,2023/11/17,601128,常熟银行,金融,银行,地方国有企业,7,20,2
390,601139.SH,2023/11/17,601139,深圳燃气,公用事业,公用事业Ⅱ,地方国有企业,3,3,2
391,600867.SH,2023/11/17,600867,通化东宝,医疗保健,制药、生物科技与生命科学,民营企业,4,10,3
392,600871.SH,2023/11/17,600871,石化油服,能源,能源Ⅱ,中央国有企业,9,18,1
393,600511.SH,2023/11/17,600511,国药股份,医疗保健,医疗保健设备与服务,中央国有企业,4,4,1
394,600516.SH,2023/11/17,600516,方大炭素,材料,材料Ⅱ,民营企业,1,1,3
395,600517.SH,2023/11/17,600517,国网英大,工业,资本货物,中央国有企业,0,0,1
396,600642.SH,2023/11/17,600642,申能股份,公用事业,公用事业Ⅱ,地方国有企业,3,3,2
397,002382.SZ,2023/11/17,2382,蓝帆医疗,医疗保健,医疗保健设备与服务,民营企业,4,4,3
398,002384.SZ,2023/11/17,2384,东山精密,信息技术,技术硬件与设备,民营企业,2,2,3
399,002385.SZ,2023/11/17,2385,大北农,日常消费,食品、饮料与烟草,民营企业,8,13,3
400,002387.SZ,2023/11/17,2387,维信诺,信息技术,技术硬件与设备,公众企业,2,2,0
